movie,return_ratio,year,tconst,genres,studio,averagerating,numvotes
The Possession,8.43254657142857,2012,tt0431021,Horror,LGF,5.9,53649
The Possession,8.43254657142857,2012,tt0431021,Mystery,LGF,5.9,53649
The Possession,8.43254657142857,2012,tt0431021,Thriller,LGF,5.9,53649
Our Family Wedding,1.9761305,2010,tt1305583,Comedy,FoxS,4.9,6417
Our Family Wedding,1.9761305,2010,tt1305583,Romance,FoxS,4.9,6417
Hot Tub Time Machine 2,0.7958067857142858,2015,tt2637294,Comedy,Par.,5.1,34444
Hot Tub Time Machine 2,0.7958067857142858,2015,tt2637294,Mystery,Par.,5.1,34444
Hot Tub Time Machine 2,0.7958067857142858,2015,tt2637294,Sci-Fi,Par.,5.1,34444
Fun Size,0.4697252142857143,2012,tt1663143,Adventure,Par.,5.4,12926
Fun Size,0.4697252142857143,2012,tt1663143,Comedy,Par.,5.4,12926
Suffragette,1.7676663571428572,2015,tt3077214,Biography,Focus,6.9,34306
Suffragette,1.7676663571428572,2015,tt3077214,Drama,Focus,6.9,34306
Suffragette,1.7676663571428572,2015,tt3077214,History,Focus,6.9,34306
Mr. Turner,1.0818265714285715,2014,tt2473794,Biography,SPC,6.8,22661
Mr. Turner,1.0818265714285715,2014,tt2473794,Drama,SPC,6.8,22661
Mr. Turner,1.0818265714285715,2014,tt2473794,History,SPC,6.8,22661
Flipped,-0.5681996428571429,2010,tt0817177,Comedy,WB,7.7,74937
Flipped,-0.5681996428571429,2010,tt0817177,Drama,WB,7.7,74937
Flipped,-0.5681996428571429,2010,tt0817177,Romance,WB,7.7,74937
Margaret,-0.9521087857142857,2011,tt0466893,Drama,FoxS,6.5,14708
Seven Psychopaths,2.559984074074074,2012,tt1931533,Comedy,CBS,7.2,223493
Seven Psychopaths,2.559984074074074,2012,tt1931533,Crime,CBS,7.2,223493
Black Swan,32.70933753846154,2010,tt0947798,Drama,FoxS,8.0,648854
Black Swan,32.70933753846154,2010,tt0947798,Thriller,FoxS,8.0,648854
Justin Bieber: Never Say Never,12.23446423076923,2011,tt1702443,Documentary,Par.,1.6,74978
Justin Bieber: Never Say Never,12.23446423076923,2011,tt1702443,Music,Par.,1.6,74978
The First Purge,14.854311538461538,2018,tt6133466,Action,Uni.,5.1,41741
The First Purge,14.854311538461538,2018,tt6133466,Horror,Uni.,5.1,41741
The First Purge,14.854311538461538,2018,tt6133466,Sci-Fi,Uni.,5.1,41741
Miracles from Heaven,9.42337376923077,2016,tt4257926,Biography,TriS,7.1,17734
Miracles from Heaven,9.42337376923077,2016,tt4257926,Drama,TriS,7.1,17734
Miracles from Heaven,9.42337376923077,2016,tt4257926,Family,TriS,7.1,17734
The Shallows,12.375774230769231,2016,tt4052882,Drama,Sony,6.3,106927
The Shallows,12.375774230769231,2016,tt4052882,Horror,Sony,6.3,106927
The Shallows,12.375774230769231,2016,tt4052882,Thriller,Sony,6.3,106927
St. Vincent,6.613457384615384,2014,tt2170593,Comedy,Wein.,7.3,89372
St. Vincent,6.613457384615384,2014,tt2170593,Drama,Wein.,7.3,89372
Earth to Echo,5.239183615384615,2014,tt2183034,Adventure,Rela.,5.8,17627
Earth to Echo,5.239183615384615,2014,tt2183034,Family,Rela.,5.8,17627
Earth to Echo,5.239183615384615,2014,tt2183034,Sci-Fi,Rela.,5.8,17627
Admission,1.8262294615384616,2013,tt1814621,Comedy,Focus,5.7,31849
Admission,1.8262294615384616,2013,tt1814621,Drama,Focus,5.7,31849
Admission,1.8262294615384616,2013,tt1814621,Romance,Focus,5.7,31849
The Perks of Being a Wallflower,2.9086346923076922,2012,tt1659337,Drama,LG/S,8.0,422671
Room,2.9184966923076923,2015,tt3170832,Drama,A24,8.2,316791
Room,2.9184966923076923,2015,tt3170832,Thriller,A24,8.2,316791
Woodlawn,1.2152153846153846,2015,tt4183692,Drama,PFR,6.5,6070
Woodlawn,1.2152153846153846,2015,tt4183692,Sport,PFR,6.5,6070
Bajrangi Bhaijaan,8.996642153846153,2015,tt3863552,Action,Eros,8.0,63747
Bajrangi Bhaijaan,8.996642153846153,2015,tt3863552,Comedy,Eros,8.0,63747
Bajrangi Bhaijaan,8.996642153846153,2015,tt3863552,Drama,Eros,8.0,63747
Youth,1.0542206923076922,2015,tt3312830,Comedy,FoxS,7.3,64418
Youth,1.0542206923076922,2015,tt3312830,Drama,FoxS,7.3,64418
Youth,1.0542206923076922,2015,tt3312830,Music,FoxS,7.3,64418
The Vatican Tapes,0.2856882307692308,2015,tt1524575,Horror,LGF,5.0,14822
The Vatican Tapes,0.2856882307692308,2015,tt1524575,Thriller,LGF,5.0,14822
Attack the Block,-0.42435707692307695,2011,tt1478964,Action,SGem,6.7,93868
Attack the Block,-0.42435707692307695,2011,tt1478964,Comedy,SGem,6.7,93868
Attack the Block,-0.42435707692307695,2011,tt1478964,Sci-Fi,SGem,6.7,93868
The Killer Inside Me,-0.7050343076923077,2010,tt0954947,Crime,IFC,6.1,31727
The Killer Inside Me,-0.7050343076923077,2010,tt0954947,Drama,IFC,6.1,31727
The Killer Inside Me,-0.7050343076923077,2010,tt0954947,Horror,IFC,6.1,31727
The Call,8.50733234375,2013,tt1911644,Crime,TriS,6.7,103780
The Call,8.50733234375,2013,tt1911644,Drama,TriS,6.7,103780
The Call,8.50733234375,2013,tt1911644,Horror,TriS,6.7,103780
The Drop,1.3634065873015873,2014,tt1600196,Crime,FoxS,7.1,132161
The Drop,1.3634065873015873,2014,tt1600196,Drama,FoxS,7.1,132161
Machete,4.83716928,2010,tt0985694,Action,Fox,6.6,182320
Machete,4.83716928,2010,tt0985694,Crime,Fox,6.6,182320
Machete,4.83716928,2010,tt0985694,Thriller,Fox,6.6,182320
Conviction,0.48997408,2010,tt1244754,Biography,FoxS,7.2,39771
Conviction,0.48997408,2010,tt1244754,Crime,FoxS,7.2,39771
Conviction,0.48997408,2010,tt1244754,Drama,FoxS,7.2,39771
Casino Jack,-0.6550356,2010,tt1194417,Biography,ATO,6.2,16191
Casino Jack,-0.6550356,2010,tt1194417,Comedy,ATO,6.2,16191
Casino Jack,-0.6550356,2010,tt1194417,Crime,ATO,6.2,16191
The Paperboy,-0.62361096,2012,tt1496422,Crime,MNE,5.8,33940
The Paperboy,-0.62361096,2012,tt1496422,Drama,MNE,5.8,33940
The Paperboy,-0.62361096,2012,tt1496422,Mystery,MNE,5.8,33940
Think Like a Man,16.076747416666667,2012,tt1621045,Comedy,SGem,6.6,41043
Think Like a Man,16.076747416666667,2012,tt1621045,Romance,SGem,6.6,41043
Act of Valor,11.709156833333333,2012,tt1591479,Action,Rela.,6.5,63787
Act of Valor,11.709156833333333,2012,tt1591479,Adventure,Rela.,6.5,63787
Act of Valor,11.709156833333333,2012,tt1591479,Drama,Rela.,6.5,63787
Project X,12.146671083333333,2012,tt1636826,Comedy,WB,6.7,177782
"Three Billboards Outside Ebbing, Missouri",16.892137916666666,2017,tt5027774,Crime,FoxS,8.2,344047
"Three Billboards Outside Ebbing, Missouri",16.892137916666666,2017,tt5027774,Drama,FoxS,8.2,344047
Lion,15.77585125,2016,tt3741834,Biography,Wein.,8.1,181601
Lion,15.77585125,2016,tt3741834,Drama,Wein.,8.1,181601
Philomena,10.389447583333334,2013,tt2431286,Biography,Wein.,7.6,88704
Philomena,10.389447583333334,2013,tt2431286,Comedy,Wein.,7.6,88704
Philomena,10.389447583333334,2013,tt2431286,Drama,Wein.,7.6,88704
Paper Towns,8.787565666666667,2015,tt3622592,Comedy,Fox,6.3,87742
Paper Towns,8.787565666666667,2015,tt3622592,Drama,Fox,6.3,87742
Paper Towns,8.787565666666667,2015,tt3622592,Mystery,Fox,6.3,87742
Hell or High Water,4.382679,2016,tt2582782,Action,LGF,7.6,176469
Hell or High Water,4.382679,2016,tt2582782,Crime,LGF,7.6,176469
Hell or High Water,4.382679,2016,tt2582782,Drama,LGF,7.6,176469
Katy Perry: Part of Me,3.8355425,2012,tt2215719,Documentary,Par.,5.9,13034
Katy Perry: Part of Me,3.8355425,2012,tt2215719,Music,Par.,5.9,13034
Top Five,3.2765933333333335,2014,tt2784678,Comedy,Par.,6.4,24744
Top Five,3.2765933333333335,2014,tt2784678,Romance,Par.,6.4,24744
Project Almanac,3.6048065,2015,tt2436386,Drama,Par.,6.4,71500
Project Almanac,3.6048065,2015,tt2436386,Mystery,Par.,6.4,71500
Project Almanac,3.6048065,2015,tt2436386,Sci-Fi,Par.,6.4,71500
Just Wright,2.6173356666666665,2010,tt1407061,Comedy,FoxS,5.9,12466
Just Wright,2.6173356666666665,2010,tt1407061,Romance,FoxS,5.9,12466
Just Wright,2.6173356666666665,2010,tt1407061,Sport,FoxS,5.9,12466
Nebraska,2.534689333333333,2013,tt1821549,Adventure,Par.,7.7,105304
Nebraska,2.534689333333333,2013,tt1821549,Comedy,Par.,7.7,105304
Nebraska,2.534689333333333,2013,tt1821549,Drama,Par.,7.7,105304
Young Adult,2.2551605833333332,2011,tt1625346,Comedy,Par.,6.3,74071
Young Adult,2.2551605833333332,2011,tt1625346,Drama,Par.,6.3,74071
About Time,7.719424916666667,2013,tt2194499,Comedy,Uni.,7.8,263136
About Time,7.719424916666667,2013,tt2194499,Drama,Uni.,7.8,263136
About Time,7.719424916666667,2013,tt2194499,Fantasy,Uni.,7.8,263136
If Beale Street Could Talk,1.8979116666666667,2018,tt7125860,Drama,Annapurna,7.2,25512
If Beale Street Could Talk,1.8979116666666667,2018,tt7125860,Romance,Annapurna,7.2,25512
Wish Upon,2.1482375,2017,tt5322012,Drama,BG,5.0,14962
Wish Upon,2.1482375,2017,tt5322012,Fantasy,BG,5.0,14962
Wish Upon,2.1482375,2017,tt5322012,Horror,BG,5.0,14962
Arbitrage,2.64585725,2012,tt1764183,Drama,RAtt.,6.6,46774
Arbitrage,2.64585725,2012,tt1764183,Thriller,RAtt.,6.6,46774
Stoker,0.1448365,2013,tt1682180,Drama,FoxS,6.8,97393
Stoker,0.1448365,2013,tt1682180,Thriller,FoxS,6.8,97393
Darling Companion,-0.8338585,2012,tt1730687,Comedy,SPC,5.1,3085
Darling Companion,-0.8338585,2012,tt1730687,Drama,SPC,5.1,3085
Darling Companion,-0.8338585,2012,tt1730687,Romance,SPC,5.1,3085
5 Days of War,-0.9912273333333333,2011,tt1486193,Action,Anch.,5.6,13089
5 Days of War,-0.9912273333333333,2011,tt1486193,Drama,Anch.,5.6,13089
5 Days of War,-0.9912273333333333,2011,tt1486193,War,Anch.,5.6,13089
Carol,3.7080518644067797,2015,tt2402927,Drama,Wein.,7.2,100680
Carol,3.7080518644067797,2015,tt2402927,Romance,Wein.,7.2,100680
Dirty Grandpa,11.232309739130434,2016,tt1860213,Comedy,LGF,5.9,101393
The Fighter,19.261763363636362,2010,tt0964517,Biography,Par.,7.8,316539
The Fighter,19.261763363636362,2010,tt0964517,Drama,Par.,7.8,316539
The Fighter,19.261763363636362,2010,tt0964517,Sport,Par.,7.8,316539
If I Stay,10.711910272727273,2014,tt1355630,Drama,WB (NL),6.8,107625
If I Stay,10.711910272727273,2014,tt1355630,Fantasy,WB (NL),6.8,107625
If I Stay,10.711910272727273,2014,tt1355630,Music,WB (NL),6.8,107625
Brooklyn,8.127171272727272,2015,tt2381111,Drama,FoxS,7.5,117021
Brooklyn,8.127171272727272,2015,tt2381111,Romance,FoxS,7.5,117021
Woman in Gold,7.354018181818182,2015,tt2404425,Biography,Wein.,7.3,48501
Woman in Gold,7.354018181818182,2015,tt2404425,Drama,Wein.,7.3,48501
Woman in Gold,7.354018181818182,2015,tt2404425,History,Wein.,7.3,48501
"I, Tonya",6.619267545454545,2017,tt5580036,Biography,Neon,7.5,141668
"I, Tonya",6.619267545454545,2017,tt5580036,Comedy,Neon,7.5,141668
"I, Tonya",6.619267545454545,2017,tt5580036,Drama,Neon,7.5,141668
Inside Llewyn Davis,3.1992232727272727,2013,tt2042568,Drama,CBS,7.5,123759
Inside Llewyn Davis,3.1992232727272727,2013,tt2042568,Music,CBS,7.5,123759
Sultan,6.144505636363636,2016,tt4832640,Action,Yash,7.1,33371
Sultan,6.144505636363636,2016,tt4832640,Drama,Yash,7.1,33371
Sultan,6.144505636363636,2016,tt4832640,Sport,Yash,7.1,33371
Housefull,0.9712829702970297,2010,tt1573072,Comedy,Eros,5.5,11089
The Purge: Election Year,18.7557167,2016,tt4094724,Action,Uni.,6.0,80254
The Purge: Election Year,18.7557167,2016,tt4094724,Horror,Uni.,6.0,80254
The Purge: Election Year,18.7557167,2016,tt4094724,Sci-Fi,Uni.,6.0,80254
Book Club,14.9679979,2018,tt6857166,Comedy,Par.,6.1,18728
Book Club,14.9679979,2018,tt6857166,Drama,Par.,6.1,18728
Book Club,14.9679979,2018,tt6857166,Romance,Par.,6.1,18728
Insidious: The Last Key,22.5630918,2018,tt5726086,Horror,Uni.,5.7,42154
Insidious: The Last Key,22.5630918,2018,tt5726086,Mystery,Uni.,5.7,42154
Insidious: The Last Key,22.5630918,2018,tt5726086,Thriller,Uni.,5.7,42154
Lady Bird,11.7569042,2017,tt4925292,Comedy,A24,7.4,177677
Lady Bird,11.7569042,2017,tt4925292,Drama,A24,7.4,177677
Hereditary,10.4203361,2018,tt7784604,Drama,A24,7.3,151571
Hereditary,10.4203361,2018,tt7784604,Horror,A24,7.3,151571
Hereditary,10.4203361,2018,tt7784604,Mystery,A24,7.3,151571
"Love, Simon",9.6346974,2018,tt5164432,Comedy,Fox,7.6,81575
"Love, Simon",9.6346974,2018,tt5164432,Drama,Fox,7.6,81575
"Love, Simon",9.6346974,2018,tt5164432,Romance,Fox,7.6,81575
Jigsaw,13.0498028,2017,tt3348730,Crime,LGF,5.8,57184
Jigsaw,13.0498028,2017,tt3348730,Horror,LGF,5.8,57184
Jigsaw,13.0498028,2017,tt3348730,Mystery,LGF,5.8,57184
"Everything, Everything",8.5724276,2017,tt5001718,Drama,WB,6.4,26811
"Everything, Everything",8.5724276,2017,tt5001718,Romance,WB,6.4,26811
Devil,8.7033769,2010,tt1314655,Horror,Uni.,6.2,122080
Devil,8.7033769,2010,tt1314655,Mystery,Uni.,6.2,122080
Devil,8.7033769,2010,tt1314655,Thriller,Uni.,6.2,122080
The Second Best Exotic Marigold Hotel,11.3462572,2015,tt2555736,Comedy,FoxS,6.6,28931
The Second Best Exotic Marigold Hotel,11.3462572,2015,tt2555736,Drama,FoxS,6.6,28931
Slender Man,7.2288469,2018,tt5690360,Horror,SGem,3.2,19650
Slender Man,7.2288469,2018,tt5690360,Mystery,SGem,3.2,19650
Slender Man,7.2288469,2018,tt5690360,Thriller,SGem,3.2,19650
When the Bough Breaks,5.0516052,2016,tt1389139,Crime,SGem,5.1,4729
When the Bough Breaks,5.0516052,2016,tt1389139,Drama,SGem,5.1,4729
When the Bough Breaks,5.0516052,2016,tt1389139,Horror,SGem,5.1,4729
Sinister 2,7.184518,2015,tt2752772,Horror,Focus,5.3,41782
Sinister 2,7.184518,2015,tt2752772,Mystery,Focus,5.3,41782
Sinister 2,7.184518,2015,tt2752772,Thriller,Focus,5.3,41782
The Forest,5.7343491,2016,tt3387542,Horror,Focus,4.8,36423
The Forest,5.7343491,2016,tt3387542,Mystery,Focus,4.8,36423
The Forest,5.7343491,2016,tt3387542,Thriller,Focus,4.8,36423
The Forest,5.7343491,2016,tt4982356,Drama,Focus,6.5,222
The Forest,5.7343491,2016,tt4982356,Fantasy,Focus,6.5,222
The Forest,5.7343491,2016,tt4982356,Horror,Focus,6.5,222
Skyline,7.9681328,2010,tt1564585,Action,Uni.,4.4,83710
Skyline,7.9681328,2010,tt1564585,Sci-Fi,Uni.,4.4,83710
Skyline,7.9681328,2010,tt1564585,Thriller,Uni.,4.4,83710
The Disaster Artist,3.9838283,2017,tt3521126,Biography,A24,7.4,111737
The Disaster Artist,3.9838283,2017,tt3521126,Comedy,A24,7.4,111737
The Disaster Artist,3.9838283,2017,tt3521126,Drama,A24,7.4,111737
Blair Witch,4.9762638,2016,tt1540011,Horror,LGF,5.0,36867
Blair Witch,4.9762638,2016,tt1540011,Mystery,LGF,5.0,36867
Blair Witch,4.9762638,2016,tt1540011,Thriller,LGF,5.0,36867
Paranormal Activity: The Ghost Dimension,8.6256498,2015,tt2473510,Horror,Par.,4.6,22361
Paranormal Activity: The Ghost Dimension,8.6256498,2015,tt2473510,Mystery,Par.,4.6,22361
Paranormal Activity: The Ghost Dimension,8.6256498,2015,tt2473510,Thriller,Par.,4.6,22361
My Week with Marilyn,3.8837977,2011,tt1655420,Biography,Wein.,7.0,79337
My Week with Marilyn,3.8837977,2011,tt1655420,Drama,Wein.,7.0,79337
Big Eyes,3.1799903,2014,tt1126590,Biography,Wein.,7.0,77447
Big Eyes,3.1799903,2014,tt1126590,Crime,Wein.,7.0,77447
Big Eyes,3.1799903,2014,tt1126590,Drama,Wein.,7.0,77447
Movie 43,3.00052,2013,tt1333125,Comedy,Rela.,4.3,92980
Can You Ever Forgive Me?,1.0556252,2018,tt4595882,Biography,FoxS,7.2,29473
Can You Ever Forgive Me?,1.0556252,2018,tt4595882,Comedy,FoxS,7.2,29473
Can You Ever Forgive Me?,1.0556252,2018,tt4595882,Crime,FoxS,7.2,29473
MacGruber,0.7155495,2010,tt1470023,Action,Uni.,5.5,39782
MacGruber,0.7155495,2010,tt1470023,Comedy,Uni.,5.5,39782
MacGruber,0.7155495,2010,tt1470023,Romance,Uni.,5.5,39782
Seeking a Friend for the End of the World,0.8845697,2012,tt1307068,Adventure,Focus,6.7,102047
Seeking a Friend for the End of the World,0.8845697,2012,tt1307068,Comedy,Focus,6.7,102047
Seeking a Friend for the End of the World,0.8845697,2012,tt1307068,Drama,Focus,6.7,102047
Shut In,0.8261,2016,tt2582500,Drama,EC,4.7,11030
Shut In,0.8261,2016,tt2582500,Mystery,EC,4.7,11030
Shut In,0.8261,2016,tt2582500,Thriller,EC,4.7,11030
Cedar Rapids,0.4723233,2011,tt1477837,Comedy,FoxS,6.3,34759
The Collection,0.5700848,2012,tt1748227,Action,LD,6.1,42256
The Collection,0.5700848,2012,tt1748227,Horror,LD,6.1,42256
The Collection,0.5700848,2012,tt1748227,Thriller,LD,6.1,42256
Danny Collins,0.4102911,2015,tt1772288,Biography,BST,7.0,27435
Danny Collins,0.4102911,2015,tt1772288,Comedy,BST,7.0,27435
Danny Collins,0.4102911,2015,tt1772288,Drama,BST,7.0,27435
Gotti,0.0375467,2018,tt1801552,Biography,VE,4.8,10358
Gotti,0.0375467,2018,tt1801552,Crime,VE,4.8,10358
Gotti,0.0375467,2018,tt1801552,Drama,VE,4.8,10358
Denial,0.3337388,2016,tt4645330,Biography,BST,6.7,16593
Denial,0.3337388,2016,tt4645330,Drama,BST,6.7,16593
Max Steel,-0.1618256,2016,tt1472584,Action,ORF,4.6,16788
Max Steel,-0.1618256,2016,tt1472584,Adventure,ORF,4.6,16788
Max Steel,-0.1618256,2016,tt1472584,Family,ORF,4.6,16788
Rosewater,-0.3685342,2014,tt2752688,Biography,ORF,6.6,9836
Rosewater,-0.3685342,2014,tt2752688,Drama,ORF,6.6,9836
A Better Life,-0.6356497,2011,tt1554091,Drama,Sum.,7.2,14602
A Better Life,-0.6356497,2011,tt1554091,Romance,Sum.,7.2,14602
Churchill,-0.1138123,2017,tt2674454,Biography,Cohen,6.3,12047
Churchill,-0.1138123,2017,tt2674454,Drama,Cohen,6.3,12047
Churchill,-0.1138123,2017,tt2674454,History,Cohen,6.3,12047
Welcome to the Rileys,-0.9491224,2010,tt1183923,Drama,Gold.,7.0,22210
Strangerland,-0.9821431,2015,tt2325977,Drama,Alc,5.2,7999
Strangerland,-0.9821431,2015,tt2325977,Mystery,Alc,5.2,7999
Strangerland,-0.9821431,2015,tt2325977,Thriller,Alc,5.2,7999
It's a Wonderful Afterlife,-0.8357061,2010,tt1319716,Comedy,UTV,5.4,1361
It's a Wonderful Afterlife,-0.8357061,2010,tt1319716,Drama,UTV,5.4,1361
It's a Wonderful Afterlife,-0.8357061,2010,tt1319716,Fantasy,UTV,5.4,1361
Amour,3.487216288659794,2012,tt1602620,Drama,SPC,7.9,84960
Amour,3.487216288659794,2012,tt1602620,Romance,SPC,7.9,84960
Dangal,31.32067147368421,2016,tt5074352,Action,UTV,8.5,123638
Dangal,31.32067147368421,2016,tt5074352,Biography,UTV,8.5,123638
Dangal,31.32067147368421,2016,tt5074352,Drama,UTV,8.5,123638
The Runaways,-0.06817842105263158,2010,tt1017451,Biography,App.,6.6,43792
The Runaways,-0.06817842105263158,2010,tt1017451,Drama,App.,6.6,43792
The Runaways,-0.06817842105263158,2010,tt1017451,Music,App.,6.6,43792
Melancholia,1.6434197872340426,2011,tt1527186,Drama,Magn.,7.2,153434
Melancholia,1.6434197872340426,2011,tt1527186,Sci-Fi,Magn.,7.2,153434
Jab Tak Hai Jaan,-0.03758641304347826,2012,tt2176013,Drama,Yash,6.8,48364
Jab Tak Hai Jaan,-0.03758641304347826,2012,tt2176013,Romance,Yash,6.8,48364
Kites,1.047876304347826,2010,tt1198101,Action,Relbig.,6.1,11353
Kites,1.047876304347826,2010,tt1198101,Drama,Relbig.,6.1,11353
Kites,1.047876304347826,2010,tt1198101,Romance,Relbig.,6.1,11353
The Purge: Anarchy,19.344159,2014,tt2975578,Action,Uni.,6.5,126203
The Purge: Anarchy,19.344159,2014,tt2975578,Horror,Uni.,6.5,126203
The Purge: Anarchy,19.344159,2014,tt2975578,Sci-Fi,Uni.,6.5,126203
Ouija: Origin of Evil,11.997374555555556,2016,tt4361050,Drama,Uni.,6.1,47099
Ouija: Origin of Evil,11.997374555555556,2016,tt4361050,Horror,Uni.,6.1,47099
Ouija: Origin of Evil,11.997374555555556,2016,tt4361050,Mystery,Uni.,6.1,47099
The Edge of Seventeen,2.7252928888888888,2016,tt1878870,Comedy,STX,7.3,87602
The Edge of Seventeen,2.7252928888888888,2016,tt1878870,Drama,STX,7.3,87602
Jackie,4.616545111111111,2016,tt1619029,Biography,FoxS,6.7,66008
Jackie,4.616545111111111,2016,tt1619029,Drama,FoxS,6.7,66008
Jackie,4.616545111111111,2016,tt1619029,History,FoxS,6.7,66008
Loving,1.2898108888888888,2016,tt4669986,Biography,Focus,7.0,28079
Loving,1.2898108888888888,2016,tt4669986,Drama,Focus,7.0,28079
Loving,1.2898108888888888,2016,tt4669986,Romance,Focus,7.0,28079
Destroyer,-0.42062,2018,tt7137380,Action,Annapurna,6.2,13683
Destroyer,-0.42062,2018,tt7137380,Crime,Annapurna,6.2,13683
Destroyer,-0.42062,2018,tt7137380,Drama,Annapurna,6.2,13683
Manchester by the Sea,13.75638094117647,2016,tt4034228,Drama,RAtt.,7.8,214557
Nightcrawler,8.731251294117648,2014,tt2872718,Crime,ORF,7.9,404476
Nightcrawler,8.731251294117648,2014,tt2872718,Drama,ORF,7.9,404476
Nightcrawler,8.731251294117648,2014,tt2872718,Thriller,ORF,7.9,404476
Baggage Claim,4.230040588235294,2013,tt1171222,Comedy,FoxS,5.1,8296
Middle School: The Worst Years of My Life,4.096287294117647,2016,tt4981636,Comedy,LGF,6.1,6413
Middle School: The Worst Years of My Life,4.096287294117647,2016,tt4981636,Family,LGF,6.1,6413
The Rover,-0.4953587058823529,2014,tt2345737,Action,A24,6.4,40576
The Rover,-0.4953587058823529,2014,tt2345737,Crime,A24,6.4,40576
The Rover,-0.4953587058823529,2014,tt2345737,Drama,A24,6.4,40576
Yeh Jawaani Hai Deewani,5.58493156626506,2013,tt2178470,Comedy,Eros,7.1,33971
Yeh Jawaani Hai Deewani,5.58493156626506,2013,tt2178470,Drama,Eros,7.1,33971
Yeh Jawaani Hai Deewani,5.58493156626506,2013,tt2178470,Musical,Eros,7.1,33971
Easy A,15.825273125,2010,tt1282140,Comedy,SGem,7.1,330125
Easy A,15.825273125,2010,tt1282140,Drama,SGem,7.1,330125
Easy A,15.825273125,2010,tt1282140,Romance,SGem,7.1,330125
50/50,8.543856625,2011,tt1306980,Comedy,Sum.,7.7,300475
50/50,8.543856625,2011,tt1306980,Drama,Sum.,7.7,300475
50/50,8.543856625,2011,tt1306980,Romance,Sum.,7.7,300475
A Walk in the Woods,7.327344,2015,tt1178665,Adventure,BG,6.3,22033
A Walk in the Woods,7.327344,2015,tt1178665,Biography,BG,6.3,22033
A Walk in the Woods,7.327344,2015,tt1178665,Comedy,BG,6.3,22033
That Awkward Moment,8.89223875,2014,tt1800246,Comedy,Focus,6.2,92148
That Awkward Moment,8.89223875,2014,tt1800246,Romance,Focus,6.2,92148
Enough Said,4.396540125,2013,tt2390361,Comedy,FoxS,7.0,55698
Enough Said,4.396540125,2013,tt2390361,Drama,FoxS,7.0,55698
Enough Said,4.396540125,2013,tt2390361,Romance,FoxS,7.0,55698
Prom,1.61167525,2011,tt1604171,Comedy,BV,5.4,14279
Prom,1.61167525,2011,tt1604171,Drama,BV,5.4,14279
Prom,1.61167525,2011,tt1604171,Family,BV,5.4,14279
Me and Earl and the Dying Girl,1.0030745,2015,tt2582496,Comedy,FoxS,7.8,112627
Me and Earl and the Dying Girl,1.0030745,2015,tt2582496,Drama,FoxS,7.8,112627
Me and Earl and the Dying Girl,1.0030745,2015,tt2582496,Romance,FoxS,7.8,112627
It's Kind of a Funny Story,0.62457225,2010,tt0804497,Comedy,Focus,7.1,125583
It's Kind of a Funny Story,0.62457225,2010,tt0804497,Drama,Focus,7.1,125583
It's Kind of a Funny Story,0.62457225,2010,tt0804497,Romance,Focus,7.1,125583
Morgan,0.401754625,2016,tt4520364,Action,Fox,5.8,35487
Morgan,0.401754625,2016,tt4520364,Horror,Fox,5.8,35487
Morgan,0.401754625,2016,tt4520364,Sci-Fi,Fox,5.8,35487
Anomalisa,0.18318175,2015,tt2401878,Animation,Par.,7.3,58010
Anomalisa,0.18318175,2015,tt2401878,Comedy,Par.,7.3,58010
Anomalisa,0.18318175,2015,tt2401878,Drama,Par.,7.3,58010
Another Year,1.901414875,2010,tt1431181,Comedy,SPC,7.3,26273
Another Year,1.901414875,2010,tt1431181,Drama,SPC,7.3,26273
Made in Dagenham,1.092445625,2010,tt1371155,Biography,SPC,7.2,13121
Made in Dagenham,1.092445625,2010,tt1371155,Comedy,SPC,7.2,13121
Made in Dagenham,1.092445625,2010,tt1371155,Drama,SPC,7.2,13121
Wild Target,-0.3220585,2010,tt1235189,Action,Free,6.8,33915
Wild Target,-0.3220585,2010,tt1235189,Comedy,Free,6.8,33915
Wild Target,-0.3220585,2010,tt1235189,Crime,Free,6.8,33915
A Street Cat Named Bob,1.1831745,2016,tt3606888,Biography,Cleopatra,7.4,23204
A Street Cat Named Bob,1.1831745,2016,tt3606888,Comedy,Cleopatra,7.4,23204
A Street Cat Named Bob,1.1831745,2016,tt3606888,Drama,Cleopatra,7.4,23204
The Neon Demon,-0.34760973333333334,2016,tt1974419,Horror,BG,6.2,72359
The Neon Demon,-0.34760973333333334,2016,tt1974419,Thriller,BG,6.2,72359
The Bye Bye Man,6.241017972972973,2017,tt4030600,Drama,STX,4.3,17743
The Bye Bye Man,6.241017972972973,2017,tt4030600,Fantasy,STX,4.3,17743
The Bye Bye Man,6.241017972972973,2017,tt4030600,Horror,STX,4.3,17743
Magic Mike,39.610189142857145,2012,tt1915581,Comedy,WB,6.1,123955
Magic Mike,39.610189142857145,2012,tt1915581,Drama,WB,6.1,123955
Jumping the Broom,9.779142142857143,2011,tt1640484,Comedy,TriS,5.7,9089
Jumping the Broom,9.779142142857143,2011,tt1640484,Drama,TriS,5.7,9089
Gifted,7.823695428571429,2017,tt4481414,Drama,FoxS,7.6,82426
Dope,4.099614428571429,2015,tt3850214,Comedy,ORF,7.2,76557
Dope,4.099614428571429,2015,tt3850214,Crime,ORF,7.2,76557
Dope,4.099614428571429,2015,tt3850214,Drama,ORF,7.2,76557
