movie,return_ratio,year,tconst,genres,studio,averagerating,numvotes
Journey 2: The Mysterious Island,4.3418538227848105,2012,tt1397514,Comedy,WB (NL),5.8,83507
Jack and Jill,1.8440173924050633,2011,tt0810913,Comedy,Sony,3.3,71361
Cloudy with a Chance of Meatballs 2,4.053669435897436,2013,tt1985966,Adventure,Sony,6.4,81010
Cloudy with a Chance of Meatballs 2,4.053669435897436,2013,tt1985966,Animation,Sony,6.4,81010
Cloudy with a Chance of Meatballs 2,4.053669435897436,2013,tt1985966,Comedy,Sony,6.4,81010
The Equalizer 2,2.799188233766234,2018,tt3766354,Action,Sony,6.7,97963
The Equalizer 2,2.799188233766234,2018,tt3766354,Crime,Sony,6.7,97963
The Equalizer 2,2.799188233766234,2018,tt3766354,Thriller,Sony,6.7,97963
Despicable Me 2,16.67476605263158,2013,tt1690953,Adventure,Uni.,7.4,344230
Despicable Me 2,16.67476605263158,2013,tt1690953,Animation,Uni.,7.4,344230
Despicable Me 2,16.67476605263158,2013,tt1690953,Comedy,Uni.,7.4,344230
The Secret Life of Pets,15.73513152,2016,tt2709768,Adventure,Uni.,6.5,161997
The Secret Life of Pets,15.73513152,2016,tt2709768,Animation,Uni.,6.5,161997
The Secret Life of Pets,15.73513152,2016,tt2709768,Comedy,Uni.,6.5,161997
Sing,11.063784453333334,2016,tt3470600,Animation,Uni.,7.1,115951
Sing,11.063784453333334,2016,tt3470600,Comedy,Uni.,7.1,115951
Sing,11.063784453333334,2016,tt3470600,Family,Uni.,7.1,115951
Despicable Me 3,16.324694,2017,tt3469046,Adventure,Uni.,6.3,92580
Despicable Me 3,16.324694,2017,tt3469046,Animation,Uni.,6.3,92580
Despicable Me 3,16.324694,2017,tt3469046,Comedy,Uni.,6.3,92580
Grown Ups,4.789661546666666,2010,tt1375670,Comedy,Sony,6.0,210377
Now You See Me,5.139909186666666,2013,tt1670345,Crime,LG/S,7.3,553156
Now You See Me,5.139909186666666,2013,tt1670345,Mystery,LG/S,7.3,553156
Now You See Me,5.139909186666666,2013,tt1670345,Thriller,LG/S,7.3,553156
Immortals,2.93421936,2011,tt1253864,Action,Rela.,6.0,152992
Immortals,2.93421936,2011,tt1253864,Drama,Rela.,6.0,152992
Immortals,2.93421936,2011,tt1253864,Fantasy,Rela.,6.0,152992
Killers,0.9017694933333333,2010,tt1103153,Action,LGF,5.4,82237
Killers,0.9017694933333333,2010,tt1103153,Comedy,LGF,5.4,82237
Killers,0.9017694933333333,2010,tt1103153,Romance,LGF,5.4,82237
Sucker Punch,0.68201188,2011,tt0978764,Action,WB,6.1,218371
Sucker Punch,0.68201188,2011,tt0978764,Adventure,WB,6.1,218371
Sucker Punch,0.68201188,2011,tt0978764,Fantasy,WB,6.1,218371
Inferno,2.384839213333333,2016,tt3062096,Action,Sony,6.2,138978
Inferno,2.384839213333333,2016,tt3062096,Adventure,Sony,6.2,138978
Inferno,2.384839213333333,2016,tt3062096,Crime,Sony,6.2,138978
Minions,19.221377608108106,2015,tt2293640,Adventure,Uni.,6.4,193917
Minions,19.221377608108106,2015,tt2293640,Animation,Uni.,6.4,193917
Minions,19.221377608108106,2015,tt2293640,Comedy,Uni.,6.4,193917
The SpongeBob Movie: Sponge Out of Water,5.405502878378378,2015,tt2279373,Adventure,Par.,6.0,43560
The SpongeBob Movie: Sponge Out of Water,5.405502878378378,2015,tt2279373,Animation,Par.,6.0,43560
The SpongeBob Movie: Sponge Out of Water,5.405502878378378,2015,tt2279373,Comedy,Par.,6.0,43560
Olympus Has Fallen,2.8829502857142857,2013,tt2302755,Action,FD,6.5,235443
Olympus Has Fallen,2.8829502857142857,2013,tt2302755,Thriller,FD,6.5,235443
War Horse,2.381412685714286,2011,tt1568911,Drama,BV,7.2,136447
War Horse,2.381412685714286,2011,tt1568911,History,BV,7.2,136447
War Horse,2.381412685714286,2011,tt1568911,War,BV,7.2,136447
The Monuments Men,2.3819195428571427,2014,tt2177771,Comedy,Sony,6.1,117638
The Monuments Men,2.3819195428571427,2014,tt2177771,Drama,Sony,6.1,117638
The Monuments Men,2.3819195428571427,2014,tt2177771,History,Sony,6.1,117638
Storks,2.6576101285714286,2016,tt4624424,Adventure,WB,6.8,50448
Storks,2.6576101285714286,2016,tt4624424,Animation,WB,6.8,50448
Storks,2.6576101285714286,2016,tt4624424,Comedy,WB,6.8,50448
Dracula Untold,2.9461943285714285,2014,tt0829150,Action,Uni.,6.3,164829
Dracula Untold,2.9461943285714285,2014,tt0829150,Drama,Uni.,6.3,164829
Dracula Untold,2.9461943285714285,2014,tt0829150,Fantasy,Uni.,6.3,164829
The Dilemma,0.7003165,2011,tt1578275,Comedy,Uni.,5.3,48148
The Dilemma,0.7003165,2011,tt1578275,Drama,Uni.,5.3,48148
Rock of Ages,0.4221506428571429,2012,tt1336608,Comedy,WB (NL),5.9,69910
Rock of Ages,0.4221506428571429,2012,tt1336608,Drama,WB (NL),5.9,69910
Rock of Ages,0.4221506428571429,2012,tt1336608,Musical,WB (NL),5.9,69910
The Finest Hours,0.0974617,2016,tt2025690,Action,BV,6.8,55981
The Finest Hours,0.0974617,2016,tt2025690,Drama,BV,6.8,55981
The Finest Hours,0.0974617,2016,tt2025690,History,BV,6.8,55981
Escape Plan,0.8410275714285714,2013,tt1211956,Action,LG/S,6.7,211587
Escape Plan,0.8410275714285714,2013,tt1211956,Crime,LG/S,6.7,211587
Escape Plan,0.8410275714285714,2013,tt1211956,Mystery,LG/S,6.7,211587
Killer Elite,0.2933433142857143,2011,tt1448755,Action,ORF,6.5,117711
Killer Elite,0.2933433142857143,2011,tt1448755,Crime,ORF,6.5,117711
Killer Elite,0.2933433142857143,2011,tt1448755,Thriller,ORF,6.5,117711
The Legend of Hercules,0.1114551,2014,tt1043726,Action,LG/S,4.2,50352
The Legend of Hercules,0.1114551,2014,tt1043726,Adventure,LG/S,4.2,50352
The Legend of Hercules,0.1114551,2014,tt1043726,Fantasy,LG/S,4.2,50352
Blackhat,-0.6047002285714286,2015,tt2717822,Action,Uni.,5.4,48427
Blackhat,-0.6047002285714286,2015,tt2717822,Crime,Uni.,5.4,48427
Blackhat,-0.6047002285714286,2015,tt2717822,Thriller,Uni.,5.4,48427
Despicable Me,10.521428376811594,2010,tt1323594,Animation,Uni.,7.7,464511
Despicable Me,10.521428376811594,2010,tt1323594,Comedy,Uni.,7.7,464511
Despicable Me,10.521428376811594,2010,tt1323594,Family,Uni.,7.7,464511
Dinner for Schmucks,1.3162730289855074,2010,tt0427152,Comedy,P/DW,5.9,91546
Red Sparrow,1.7945850144927535,2018,tt2873282,Action,Fox,6.6,136738
Red Sparrow,1.7945850144927535,2018,tt2873282,Drama,Fox,6.6,136738
Red Sparrow,1.7945850144927535,2018,tt2873282,Thriller,Fox,6.6,136738
The Twilight Saga: Eclipse,13.803449691176471,2010,tt1325004,Adventure,Sum.,5.0,211733
The Twilight Saga: Eclipse,13.803449691176471,2010,tt1325004,Drama,Sum.,5.0,211733
The Twilight Saga: Eclipse,13.803449691176471,2010,tt1325004,Fantasy,Sum.,5.0,211733
Ted 2,3.3925077647058823,2015,tt2637276,Comedy,Uni.,6.3,165843
Hall Pass,0.9446207205882353,2011,tt0480687,Comedy,WB (NL),5.9,113775
Hall Pass,0.9446207205882353,2011,tt0480687,Romance,WB (NL),5.9,113775
Downsizing,0.16048125,2017,tt1389072,Drama,Par.,5.7,74815
Downsizing,0.16048125,2017,tt1389072,Sci-Fi,Par.,5.7,74815
Abraham Lincoln: Vampire Hunter,1.592723985185185,2012,tt1611224,Action,Fox,5.9,142853
Abraham Lincoln: Vampire Hunter,1.592723985185185,2012,tt1611224,Fantasy,Fox,5.9,142853
Abraham Lincoln: Vampire Hunter,1.592723985185185,2012,tt1611224,Horror,Fox,5.9,142853
Need for Speed,2.602092818181818,2014,tt2369135,Action,BV,6.5,154909
Need for Speed,2.602092818181818,2014,tt2369135,Crime,BV,6.5,154909
Need for Speed,2.602092818181818,2014,tt2369135,Thriller,BV,6.5,154909
Lincoln,6.008526984615385,2012,tt0443272,Biography,BV,7.4,228701
Lincoln,6.008526984615385,2012,tt0443272,Drama,BV,7.4,228701
Lincoln,6.008526984615385,2012,tt0443272,History,BV,7.4,228701
Hotel Transylvania 3: Summer Vacation,9.685846984615385,2018,tt5220122,Adventure,Sony,6.3,42299
Hotel Transylvania 3: Summer Vacation,9.685846984615385,2018,tt5220122,Animation,Sony,6.3,42299
Hotel Transylvania 3: Summer Vacation,9.685846984615385,2018,tt5220122,Comedy,Sony,6.3,42299
Unbroken,3.2948572153846154,2014,tt1809398,Biography,Uni.,7.2,129981
Unbroken,3.2948572153846154,2014,tt1809398,Drama,Uni.,7.2,129981
Unbroken,3.2948572153846154,2014,tt1809398,Sport,Uni.,7.2,129981
Due Date,3.8042782461538462,2010,tt1231583,Adventure,WB,6.5,303523
Due Date,3.8042782461538462,2010,tt1231583,Comedy,WB,6.5,303523
The Dictator,2.6892172153846152,2012,tt1645170,Comedy,Par.,6.4,250976
This Means War,2.257466892307692,2012,tt1596350,Action,Fox,6.3,167438
This Means War,2.257466892307692,2012,tt1596350,Comedy,Fox,6.3,167438
This Means War,2.257466892307692,2012,tt1596350,Romance,Fox,6.3,167438
Resident Evil: Retribution,3.353740923076923,2012,tt1855325,Action,SGem,5.4,125191
Resident Evil: Retribution,3.353740923076923,2012,tt1855325,Horror,SGem,5.4,125191
Resident Evil: Retribution,3.353740923076923,2012,tt1855325,Sci-Fi,SGem,5.4,125191
"I, Frankenstein",0.4407781538461538,2014,tt1418377,Action,LGF,5.1,74910
"I, Frankenstein",0.4407781538461538,2014,tt1418377,Fantasy,LGF,5.1,74910
"I, Frankenstein",0.4407781538461538,2014,tt1418377,Horror,LGF,5.1,74910
Hop,3.71020473015873,2011,tt1411704,Adventure,Uni.,5.4,28893
Hop,3.71020473015873,2011,tt1411704,Animation,Uni.,5.4,28893
Hop,3.71020473015873,2011,tt1411704,Comedy,Uni.,5.4,28893
American Assassin,0.6596795873015873,2017,tt1961175,Action,LGF,6.2,57793
American Assassin,0.6596795873015873,2017,tt1961175,Thriller,LGF,6.2,57793
The Hateful Eight,2.257779064516129,2015,tt3460252,Crime,Wein.,7.8,434966
The Hateful Eight,2.257779064516129,2015,tt3460252,Drama,Wein.,7.8,434966
The Hateful Eight,2.257779064516129,2015,tt3460252,Mystery,Wein.,7.8,434966
Gone Girl,7.792366852459017,2014,tt2267998,Drama,Fox,8.1,761592
Gone Girl,7.792366852459017,2014,tt2267998,Mystery,Fox,8.1,761592
Gone Girl,7.792366852459017,2014,tt2267998,Thriller,Fox,8.1,761592
Maze Runner: The Scorch Trials,5.4305467868852455,2015,tt4046784,Action,Fox,6.3,201143
Maze Runner: The Scorch Trials,5.4305467868852455,2015,tt4046784,Sci-Fi,Fox,6.3,201143
Maze Runner: The Scorch Trials,5.4305467868852455,2015,tt4046784,Thriller,Fox,6.3,201143
2 Guns,2.4115651639344264,2013,tt1272878,Action,Uni.,6.7,182025
2 Guns,2.4115651639344264,2013,tt1272878,Comedy,Uni.,6.7,182025
2 Guns,2.4115651639344264,2013,tt1272878,Crime,Uni.,6.7,182025
Maze Runner: The Death Cure,4.310016049180327,2018,tt4500922,Action,Fox,6.2,91286
Maze Runner: The Death Cure,4.310016049180327,2018,tt4500922,Sci-Fi,Fox,6.2,91286
Maze Runner: The Death Cure,4.310016049180327,2018,tt4500922,Thriller,Fox,6.2,91286
Sully,5.059909816666667,2016,tt3263904,Biography,WB,7.5,202718
Sully,5.059909816666667,2016,tt3263904,Drama,WB,7.5,202718
Eat Pray Love,3.7862133166666667,2010,tt0879870,Drama,Sony,5.8,77709
Eat Pray Love,3.7862133166666667,2010,tt0879870,Romance,Sony,5.8,77709
Jack Reacher,3.9573578666666664,2012,tt0790724,Action,Par.,7.0,284547
Jack Reacher,3.9573578666666664,2012,tt0790724,Crime,Par.,7.0,284547
Jack Reacher,3.9573578666666664,2012,tt0790724,Thriller,Par.,7.0,284547
Contagion,2.55349485,2011,tt1598778,Action,WB,6.6,201536
Contagion,2.55349485,2011,tt1598778,Drama,WB,6.6,201536
Contagion,2.55349485,2011,tt1598778,Thriller,WB,6.6,201536
London Has Fallen,3.29530575,2016,tt3300542,Action,Focus,5.9,124757
London Has Fallen,3.29530575,2016,tt3300542,Thriller,Focus,5.9,124757
Jack Reacher: Never Go Back,2.644059416666667,2016,tt3393786,Action,Par.,6.1,121892
Jack Reacher: Never Go Back,2.644059416666667,2016,tt3393786,Thriller,Par.,6.1,121892
Baywatch,2.8987328166666666,2017,tt1469304,Action,Par.,5.6,137528
Baywatch,2.8987328166666666,2017,tt1469304,Comedy,Par.,5.6,137528
Baywatch,2.8987328166666666,2017,tt1469304,Crime,Par.,5.6,137528
Joy,1.6264215166666667,2015,tt2446980,Drama,Fox,6.6,118086
ParaNorman,1.73537855,2012,tt1623288,Adventure,Focus,7.0,87250
ParaNorman,1.73537855,2012,tt1623288,Animation,Focus,7.0,87250
ParaNorman,1.73537855,2012,tt1623288,Comedy,Focus,7.0,87250
The Boxtrolls,1.7130592666666666,2014,tt0787474,Adventure,Focus,6.8,50763
The Boxtrolls,1.7130592666666666,2014,tt0787474,Animation,Focus,6.8,50763
The Boxtrolls,1.7130592666666666,2014,tt0787474,Comedy,Focus,6.8,50763
The Dark Tower,1.7360475333333334,2017,tt1648190,Action,Sony,5.7,107518
The Dark Tower,1.7360475333333334,2017,tt1648190,Adventure,Sony,5.7,107518
The Dark Tower,1.7360475333333334,2017,tt1648190,Fantasy,Sony,5.7,107518
Jack Ryan: Shadow Recruit,2.0325804,2014,tt1205537,Action,Par.,6.2,114913
Jack Ryan: Shadow Recruit,2.0325804,2014,tt1205537,Drama,Par.,6.2,114913
Jack Ryan: Shadow Recruit,2.0325804,2014,tt1205537,Thriller,Par.,6.2,114913
Vice,0.97865755,2018,tt6266538,Biography,Annapurna,7.2,72855
Vice,0.97865755,2018,tt6266538,Comedy,Annapurna,7.2,72855
Vice,0.97865755,2018,tt6266538,Drama,Annapurna,7.2,72855
Gangster Squad,1.5016967666666667,2013,tt1321870,Action,WB,6.7,195560
Gangster Squad,1.5016967666666667,2013,tt1321870,Crime,WB,6.7,195560
Gangster Squad,1.5016967666666667,2013,tt1321870,Drama,WB,6.7,195560
Smurfs: The Lost Village,3.0433144666666667,2017,tt2398241,Adventure,Sony,6.0,15612
Smurfs: The Lost Village,3.0433144666666667,2017,tt2398241,Animation,Sony,6.0,15612
Smurfs: The Lost Village,3.0433144666666667,2017,tt2398241,Comedy,Sony,6.0,15612
First Man,1.5023395,2018,tt1213641,Biography,Uni.,7.4,120009
First Man,1.5023395,2018,tt1213641,Drama,Uni.,7.4,120009
First Man,1.5023395,2018,tt1213641,History,Uni.,7.4,120009
Edge of Darkness,1.1021057666666667,2010,tt1226273,Crime,WB,6.6,84753
Edge of Darkness,1.1021057666666667,2010,tt1226273,Drama,WB,6.6,84753
Edge of Darkness,1.1021057666666667,2010,tt1226273,Mystery,WB,6.6,84753
Trouble with the Curve,0.3930341666666667,2012,tt2083383,Drama,WB,6.8,56129
Trouble with the Curve,0.3930341666666667,2012,tt2083383,Sport,WB,6.8,56129
The Mortal Instruments: City of Bones,0.7855164666666666,2013,tt1538403,Action,SGem,5.9,121936
The Mortal Instruments: City of Bones,0.7855164666666666,2013,tt1538403,Fantasy,SGem,5.9,121936
The Mortal Instruments: City of Bones,0.7855164666666666,2013,tt1538403,Horror,SGem,5.9,121936
Priest,0.8881775333333334,2011,tt0822847,Action,SGem,5.7,108320
Priest,0.8881775333333334,2011,tt0822847,Adventure,SGem,5.7,108320
Priest,0.8881775333333334,2011,tt0822847,Fantasy,SGem,5.7,108320
Mortdecai,-0.36512886666666666,2015,tt3045616,Action,LGF,5.5,61366
Mortdecai,-0.36512886666666666,2015,tt3045616,Comedy,LGF,5.5,61366
Mortdecai,-0.36512886666666666,2015,tt3045616,Crime,LGF,5.5,61366
Sherlock Gnomes,1.2164495254237289,2018,tt2296777,Adventure,Par.,5.1,8030
Sherlock Gnomes,1.2164495254237289,2018,tt2296777,Animation,Par.,5.1,8030
Sherlock Gnomes,1.2164495254237289,2018,tt2296777,Comedy,Par.,5.1,8030
Deadpool,19.070625896551725,2016,tt1431045,Action,Fox,8.0,820847
Deadpool,19.070625896551725,2016,tt1431045,Adventure,Fox,8.0,820847
Deadpool,19.070625896551725,2016,tt1431045,Comedy,Fox,8.0,820847
American Sniper,14.473323172413792,2014,tt2179136,Action,WB,7.3,401915
American Sniper,14.473323172413792,2014,tt2179136,Biography,WB,7.3,401915
American Sniper,14.473323172413792,2014,tt2179136,Drama,WB,7.3,401915
Goosebumps,3.1202548620689656,2015,tt1051904,Adventure,Sony,6.3,72858
Goosebumps,3.1202548620689656,2015,tt1051904,Comedy,Sony,6.3,72858
Goosebumps,3.1202548620689656,2015,tt1051904,Family,Sony,6.3,72858
Red Tails,0.7283081896551724,2012,tt0485985,Action,Fox,5.9,31815
Red Tails,0.7283081896551724,2012,tt0485985,Adventure,Fox,5.9,31815
Red Tails,0.7283081896551724,2012,tt0485985,Drama,Fox,5.9,31815
The Internship,1.385267724137931,2013,tt2234155,Comedy,Fox,6.3,179817
Resident Evil: Afterlife,5.19135227826087,2010,tt1220634,Action,SGem,5.9,153270
Resident Evil: Afterlife,5.19135227826087,2010,tt1220634,Adventure,SGem,5.9,153270
Resident Evil: Afterlife,5.19135227826087,2010,tt1220634,Horror,SGem,5.9,153270
That's My Boy,0.6524578086956522,2012,tt1232200,Comedy,Sony,5.6,83009
Into the Woods,5.069729056939502,2014,tt2180411,Adventure,BV,6.0,123577
Into the Woods,5.069729056939502,2014,tt2180411,Comedy,BV,6.0,123577
Into the Woods,5.069729056939502,2014,tt2180411,Drama,BV,6.0,123577
Bohemian Rhapsody,19.205248745454547,2018,tt1727824,Biography,Fox,8.0,345466
Bohemian Rhapsody,19.205248745454547,2018,tt1727824,Drama,Fox,8.0,345466
Bohemian Rhapsody,19.205248745454547,2018,tt1727824,Music,Fox,8.0,345466
Fifty Shades Darker,8.0151364,2017,tt4465564,Drama,Uni.,4.6,81706
Fifty Shades Darker,8.0151364,2017,tt4465564,Romance,Uni.,4.6,81706
Captain Phillips,4.959720018181819,2013,tt1535109,Biography,Sony,7.8,387402
Captain Phillips,4.959720018181819,2013,tt1535109,Drama,Sony,7.8,387402
Captain Phillips,4.959720018181819,2013,tt1535109,Thriller,Sony,7.8,387402
The Equalizer,4.353352036363637,2014,tt0455944,Action,Sony,7.2,302302
The Equalizer,4.353352036363637,2014,tt0455944,Crime,Sony,7.2,302302
The Equalizer,4.353352036363637,2014,tt0455944,Thriller,Sony,7.2,302302
Fifty Shades Freed,7.577425072727273,2018,tt4477536,Drama,Uni.,4.5,43893
Fifty Shades Freed,7.577425072727273,2018,tt4477536,Romance,Uni.,4.5,43893
Fifty Shades Freed,7.577425072727273,2018,tt4477536,Thriller,Uni.,4.5,43893
Date Night,3.563280672727273,2010,tt1279935,Comedy,Fox,6.3,144683
Date Night,3.563280672727273,2010,tt1279935,Crime,Fox,6.3,144683
Date Night,3.563280672727273,2010,tt1279935,Romance,Fox,6.3,144683
Free Birds,2.020682763636364,2013,tt1621039,Adventure,Rela.,5.9,20934
Free Birds,2.020682763636364,2013,tt1621039,Animation,Rela.,5.9,20934
Free Birds,2.020682763636364,2013,tt1621039,Comedy,Rela.,5.9,20934
Muppets Most Wanted,1.3725671636363637,2014,tt2281587,Adventure,BV,6.4,29018
Muppets Most Wanted,1.3725671636363637,2014,tt2281587,Comedy,BV,6.4,29018
Muppets Most Wanted,1.3725671636363637,2014,tt2281587,Crime,BV,6.4,29018
Kubo and the Two Strings,1.283112909090909,2016,tt4302938,Action,Focus,7.8,105578
Kubo and the Two Strings,1.283112909090909,2016,tt4302938,Adventure,Focus,7.8,105578
Kubo and the Two Strings,1.283112909090909,2016,tt4302938,Animation,Focus,7.8,105578
Burlesque,1.363515090909091,2010,tt1126591,Drama,SGem,6.4,71021
Burlesque,1.363515090909091,2010,tt1126591,Music,SGem,6.4,71021
Burlesque,1.363515090909091,2010,tt1126591,Musical,SGem,6.4,71021
The Watch,0.8451462727272727,2012,tt1298649,Action,Fox,5.7,115757
The Watch,0.8451462727272727,2012,tt1298649,Comedy,Fox,5.7,115757
The Watch,0.8451462727272727,2012,tt1298649,Horror,Fox,5.7,115757
Crimson Peak,0.9283122545454545,2015,tt2554274,Drama,Uni.,6.5,119287
Crimson Peak,0.9283122545454545,2015,tt2554274,Fantasy,Uni.,6.5,119287
Crimson Peak,0.9283122545454545,2015,tt2554274,Horror,Uni.,6.5,119287
Black Mass,2.045538679245283,2015,tt1355683,Biography,WB,6.9,155847
Black Mass,2.045538679245283,2015,tt1355683,Crime,WB,6.9,155847
Black Mass,2.045538679245283,2015,tt1355683,Drama,WB,6.9,155847
Zero Dark Thirty,3.387298114285714,2012,tt1790885,Drama,Sony,7.4,251072
Zero Dark Thirty,3.387298114285714,2012,tt1790885,Thriller,Sony,7.4,251072
Valentine's Day,5.308749653846154,2010,tt0817230,Comedy,WB (NL),5.7,107171
Valentine's Day,5.308749653846154,2010,tt0817230,Romance,WB (NL),5.7,107171
The Change-Up,1.1777016346153846,2011,tt1488555,Comedy,Uni.,6.3,155374
The Change-Up,1.1777016346153846,2011,tt1488555,Fantasy,Uni.,6.3,155374
Alpha,1.6563970980392158,2018,tt4244998,Adventure,Studio 8,6.7,41882
Alpha,1.6563970980392158,2018,tt4244998,Drama,Studio 8,6.7,41882
Alpha,1.6563970980392158,2018,tt4244998,Family,Studio 8,6.7,41882
The Adjustment Bureau,2.7734456175298803,2011,tt1385826,Romance,Uni.,7.1,227616
The Adjustment Bureau,2.7734456175298803,2011,tt1385826,Sci-Fi,Uni.,7.1,227616
The Adjustment Bureau,2.7734456175298803,2011,tt1385826,Thriller,Uni.,7.1,227616
Ted,14.49364734,2012,tt1637725,Comedy,Uni.,6.9,538367
Ted,14.49364734,2012,tt1637725,Fantasy,Uni.,6.9,538367
22 Jump Street,9.46106426,2014,tt2294449,Action,Sony,7.0,319504
22 Jump Street,9.46106426,2014,tt2294449,Comedy,Sony,7.0,319504
22 Jump Street,9.46106426,2014,tt2294449,Crime,Sony,7.0,319504
Central Intelligence,5.89271352,2016,tt1489889,Action,WB (NL),6.3,138872
Central Intelligence,5.89271352,2016,tt1489889,Comedy,WB (NL),6.3,138872
Central Intelligence,5.89271352,2016,tt1489889,Crime,WB (NL),6.3,138872
Anchorman 2: The Legend Continues,4.99076922,2013,tt1229340,Comedy,Par.,6.3,156116
Super 8,6.69953848,2011,tt1650062,Mystery,Par.,7.0,320575
Super 8,6.69953848,2011,tt1650062,Sci-Fi,Par.,7.0,320575
Super 8,6.69953848,2011,tt1650062,Thriller,Par.,7.0,320575
Creed II,5.58614822,2018,tt6343314,Drama,MGM,7.2,72503
Creed II,5.58614822,2018,tt6343314,Sport,MGM,7.2,72503
Peter Rabbit,8.2474114,2018,tt5117670,Adventure,Sony,6.6,27908
Peter Rabbit,8.2474114,2018,tt5117670,Animation,Sony,6.6,27908
Peter Rabbit,8.2474114,2018,tt5117670,Comedy,Sony,6.6,27908
The Mule,4.49324166,2018,tt7959026,Crime,WB,7.1,58955
The Mule,4.49324166,2018,tt7959026,Drama,WB,7.1,58955
The Mule,4.49324166,2018,tt7959026,Thriller,WB,7.1,58955
Non-Stop,5.2825043,2014,tt2024469,Action,Uni.,7.0,234717
Non-Stop,5.2825043,2014,tt2024469,Mystery,Uni.,7.0,234717
Non-Stop,5.2825043,2014,tt2024469,Thriller,Uni.,7.0,234717
The Emoji Movie,5.0530365,2017,tt4877122,Adventure,Sony,3.2,47294
The Emoji Movie,5.0530365,2017,tt4877122,Animation,Sony,3.2,47294
The Emoji Movie,5.0530365,2017,tt4877122,Comedy,Sony,3.2,47294
The Post,4.23304676,2017,tt6294822,Biography,Fox,7.2,108017
The Post,4.23304676,2017,tt6294822,Drama,Fox,7.2,108017
The Post,4.23304676,2017,tt6294822,History,Fox,7.2,108017
We Bought a Zoo,2.88707246,2011,tt1389137,Comedy,Fox,7.1,126849
We Bought a Zoo,2.88707246,2011,tt1389137,Drama,Fox,7.1,126849
We Bought a Zoo,2.88707246,2011,tt1389137,Family,Fox,7.1,126849
Moneyball,2.73812654,2011,tt1210166,Biography,Sony,7.6,326657
Moneyball,2.73812654,2011,tt1210166,Drama,Sony,7.6,326657
Moneyball,2.73812654,2011,tt1210166,Sport,Sony,7.6,326657
American Reunion,4.87116092,2012,tt1605630,Comedy,Uni.,6.7,192250
American Made,2.73822424,2017,tt3532216,Action,Uni.,7.2,131043
American Made,2.73822424,2017,tt3532216,Biography,Uni.,7.2,131043
American Made,2.73822424,2017,tt3532216,Comedy,Uni.,7.2,131043
The Judge,1.46477552,2014,tt1872194,Crime,WB,7.4,162952
The Judge,1.46477552,2014,tt1872194,Drama,WB,7.4,162952
War Dogs,1.58538052,2016,tt2005151,Comedy,WB,7.1,154029
War Dogs,1.58538052,2016,tt2005151,Crime,WB,7.1,154029
War Dogs,1.58538052,2016,tt2005151,Drama,WB,7.1,154029
The Nice Guys,0.9171702,2016,tt3799694,Action,WB,7.4,240337
The Nice Guys,0.9171702,2016,tt3799694,Comedy,WB,7.4,240337
The Nice Guys,0.9171702,2016,tt3799694,Crime,WB,7.4,240337
Marmaduke,1.47081436,2010,tt1392197,Comedy,Fox,4.2,13283
Marmaduke,1.47081436,2010,tt1392197,Family,Fox,4.2,13283
Hereafter,1.82814422,2010,tt1212419,Drama,WB,6.5,87288
Hereafter,1.82814422,2010,tt1212419,Fantasy,WB,6.5,87288
Hereafter,1.82814422,2010,tt1212419,Romance,WB,6.5,87288
Zoolander 2,0.68394772,2016,tt1608290,Comedy,Par.,4.7,59914
Run All Night,0.86846576,2015,tt2199571,Action,WB,6.6,94131
Run All Night,0.86846576,2015,tt2199571,Drama,WB,6.6,94131
Run All Night,0.86846576,2015,tt2199571,Thriller,WB,6.6,94131
Your Highness,-0.04563834,2011,tt1240982,Adventure,Uni.,5.5,92940
Your Highness,-0.04563834,2011,tt1240982,Comedy,Uni.,5.5,92940
Your Highness,-0.04563834,2011,tt1240982,Fantasy,Uni.,5.5,92940
Snowden,0.13936874,2016,tt3774114,Biography,ORF,7.3,119149
Snowden,0.13936874,2016,tt3774114,Drama,ORF,7.3,119149
Snowden,0.13936874,2016,tt3774114,Thriller,ORF,7.3,119149
Dream House,0.25889012,2011,tt1462041,Drama,Uni.,6.0,59714
Dream House,0.25889012,2011,tt1462041,Mystery,Uni.,6.0,59714
Dream House,0.25889012,2011,tt1462041,Thriller,Uni.,6.0,59714
Free State of Jones,-0.11905424,2016,tt1124037,Action,STX,6.9,45135
Free State of Jones,-0.11905424,2016,tt1124037,Biography,STX,6.9,45135
Free State of Jones,-0.11905424,2016,tt1124037,Drama,STX,6.9,45135
Drive Angry,0.03527232,2011,tt1502404,Action,Sum.,5.4,90203
Drive Angry,0.03527232,2011,tt1502404,Fantasy,Sum.,5.4,90203
Drive Angry,0.03527232,2011,tt1502404,Thriller,Sum.,5.4,90203
Early Man,0.07106868,2018,tt4701724,Adventure,LGF,6.1,15882
Early Man,0.07106868,2018,tt4701724,Animation,LGF,6.1,15882
Early Man,0.07106868,2018,tt4701724,Comedy,LGF,6.1,15882
Child 44,-0.81542898,2015,tt1014763,Crime,LG/S,6.5,59477
Child 44,-0.81542898,2015,tt1014763,Drama,LG/S,6.5,59477
Child 44,-0.81542898,2015,tt1014763,History,LG/S,6.5,59477
Chappie,1.7871698775510203,2015,tt1823672,Action,Sony,6.8,213733
Chappie,1.7871698775510203,2015,tt1823672,Crime,Sony,6.8,213733
Chappie,1.7871698775510203,2015,tt1823672,Drama,Sony,6.8,213733
