title,year,popularity,vote_average,vote_count
Eddie Pepitone: In Ruins,2014,0.6,5.3,3
Toy Masters,2014,0.6,5.3,3
Bad Guy #2,2015,0.6,5.3,2
Alec Mapa: Baby Daddy,2014,0.6,5.3,2
Captain Z & the Terror of Leviathan,2014,0.6,5.3,2
Dream Theater: Breaking The Fourth Wall,2014,0.6,5.3,2
HBO Boxing: Golovkin vs. Geale,2014,0.6,5.3,2
Coldblooded,2014,0.6,5.3,2
The Current: Explore the Healing Powers of the Ocean,2014,0.6,5.3,2
Gaming in Color,2014,0.6,5.3,6
Greg Proops: Live at Musso & Frank,2014,0.6,5.3,2
Paycheck to Paycheck: The Life & Times of Katrina Gilbert,2014,0.6,5.3,2
Bruce Springsteen: Born in the U.S.A. Live in London,2014,0.6,5.3,2
Fishing Without Nets,2014,0.6,5.3,2
The Dog Who Saved Easter,2014,0.6,5.2,5
The Hand That Feeds,2014,0.6,5.2,3
Surviving Family,2014,0.6,5.1,4
Out in the Night,2014,0.6,5.1,4
Watchers of the Sky,2014,0.6,5.1,4
Al Helm: Martin Luther King in Palestine,2014,0.6,5.0,1
Red Butterfly,2014,0.6,5.0,1
Música para Elegidos,2014,0.6,5.0,1
Grape Soda,2014,0.6,5.0,2
What Lies Beyond... The Beginning,2014,0.6,5.0,1
Live from Space,2014,0.6,5.0,2
Broken Gardenias,2014,0.6,5.0,1
Kowalski,2014,0.6,5.0,1
Eden,2014,0.6,5.0,2
Big Boy,2014,0.6,5.0,1
Love Me Anyway,2014,0.6,5.0,2
Error in the Ménage,2014,0.6,5.0,1
Les Stars,2014,0.6,5.0,1
One in a Million,2014,0.6,5.0,1
Unoriginal Sin,2014,0.6,5.0,1
Looking at the Stars,2014,0.6,5.0,1
Never Forgotten,2014,0.6,5.0,1
Smuggler,2014,0.6,5.0,1
Wandering Rabbi,2014,0.6,5.0,1
Little Roar,2014,0.6,5.0,1
Felt Up,2014,0.6,5.0,1
Red,2014,0.6,5.0,1
River Men,2014,0.6,5.0,1
Connected by Coffee,2014,0.6,5.0,1
Of Dice and Men,2014,0.6,5.0,1
Spermicide,2014,0.6,5.0,2
Cooped,2014,0.6,5.0,1
Platonic Solid,2014,0.6,5.0,1
The Scanners Way: Creating the Special Effects in 'Scanners',2014,0.6,5.0,1
L Word Mississippi: Hate the Sin,2014,0.6,5.0,1
Send,2014,0.6,5.0,1
Crème Caramel,2014,0.6,5.0,1
Elegy,2014,0.6,5.0,1
Jaguar,2014,0.6,5.0,1
Unleashed! A Dog Dancing Story,2014,0.6,5.0,1
Blind Malice,2014,0.6,5.0,1
Chiaroscuro,2014,0.6,5.0,1
Life After Manson,2014,0.6,5.0,2
Service,2014,0.6,5.0,1
Targeting,2014,0.6,5.0,1
FUTURESTATES: Code Academy,2014,0.6,5.0,2
F-R-E-E,2014,0.6,5.0,1
Back to the Soil,2014,0.6,5.0,1
The Haunting of Baylock Residence,2014,0.6,5.0,2
Down Here,2014,0.6,5.0,2
The Two Thieves,2014,0.6,5.0,1
Hermaphrodite,2014,0.6,5.0,1
The High Five,2014,0.6,5.0,1
Deposit for the Courier,2014,0.6,5.0,1
Dark Tarot,2014,0.6,5.0,1
Owned,2014,0.6,5.0,1
Apples from the Desert,2014,0.6,5.0,2
Polis,2014,0.6,5.0,1
City of Imagination: Kowloon Walled City 20 Years Later,2014,0.6,5.0,1
White Creek,2014,0.6,5.0,1
Thank God It's Friday,2014,0.6,5.0,1
The Horse Raised by Spheres,2014,0.6,5.0,1
The Principle,2014,0.6,5.0,1
Proud Citizen,2014,0.6,5.0,1
Fatman: The Quark Knight,2014,0.6,5.0,2
Drone Boning,2014,0.6,5.0,1
Paper Angels,2014,0.6,5.0,3
Buffalo Juggalos,2014,0.6,5.0,1
Mi niña mi vida,2014,0.6,5.0,1
Crossfire: The Plot that Killed Kennedy,2014,0.6,5.0,2
Tyler Perry's Hell Hath No Fury Like a Woman Scorned - The Play,2014,0.6,5.0,4
All Over Brazil,2014,0.6,5.0,1
The DMV Truth,2014,0.6,5.0,1
Abducted by Aliens: UFO Encounters of the 4th Kind,2014,0.6,5.0,1
Meet the Creeps Volume III,2014,0.6,5.0,1
Singular,2014,0.6,5.0,2
You Are Your Body / You Are Not Your Body,2014,0.6,5.0,1
Feed the Light,2014,0.6,5.0,2
Getting to the Nutcracker,2014,0.6,5.0,1
Fagbug Nation,2014,0.6,5.0,1
The Barefoot Artist,2014,0.6,5.0,1
The Yank,2014,0.6,5.0,1
Act of Faith,2014,0.6,5.0,1
1 Last Chance at Paradise,2014,0.6,5.0,1
Bitter Honey,2014,0.6,5.0,1
The Sand Storm,2014,0.6,5.0,1
Pay 2 Play: Democracy's High Stakes,2014,0.6,5.0,1
3 Scream Queens,2014,0.6,5.0,1
Tired,2014,0.6,5.0,2
Lucky Duck,2014,0.6,5.0,1
Underwater Dreams,2014,0.6,5.0,1
"Men, Money & Golddiggers",2014,0.6,5.0,1
3 Wicked Witches,2014,0.6,5.0,2
"Half the Road: The Passion, Pitfalls & Power of Women's Professional Cycling",2014,0.6,5.0,1
The Unity of All Things,2014,0.6,5.0,1
Tomorrow We Disappear,2014,0.6,5.0,1
Kami,2014,0.6,5.0,1
Font Men,2014,0.6,5.0,1
Random Stop,2014,0.6,5.0,1
Rocky and Bullwinkle,2014,0.6,5.0,1
Uneasy Lies the Mind,2014,0.6,5.0,1
Beauty Factory,2014,0.6,5.0,1
Yakona,2014,0.6,5.0,1
Falcon Song,2014,0.6,5.0,1
Hanna Ranch,2014,0.6,5.0,1
What Now? Remind Me,2014,0.6,5.0,2
Dangerous Acts Starring the Unstable Elements of Belarus,2014,0.6,5.0,1
Love in the Time of Monsters,2014,0.6,5.0,2
Time Goes by Like a Roaring Lion,2014,0.6,5.0,2
Finding the Funk,2014,0.6,5.0,1
We Always Lie to Strangers,2013,0.6,5.0,1
Papirosen,2014,0.6,5.0,1
Hank and Asha,2014,0.6,5.0,3
Growing Up and Other Lies,2014,0.6,4.9,5
Breastmilk,2014,0.6,4.8,3
Default,2014,0.6,4.8,2
Jackie Kashian: This Will Make An Excellent Horcrux,2014,0.6,4.8,2
Mumfie's Quest The Movie,2014,0.6,4.8,2
The Trip to Bountiful,2014,0.6,4.7,5
Peter de Rome: Grandfather of Gay Porn,2014,0.6,4.7,3
Henry & Me,2014,0.6,4.7,3
Blank: A Vinylmation Love Story,2014,0.6,4.7,3
Gone Doggy Gone,2014,0.6,4.6,4
Apparition of Evil,2014,0.6,4.6,5
Evil Mexican Child,2014,0.6,4.5,2
The War I Knew,2014,0.6,4.5,2
Downshift,2014,0.6,4.5,2
Mineral,2014,0.6,4.5,4
Not Another Zombie Movie....About the Living Dead,2014,0.6,4.5,2
Worm,2014,0.6,4.5,2
Squared,2014,0.6,4.5,2
All Hell Breaks Loose,2014,0.6,4.5,2
Blue Tide,2014,0.6,4.5,1
The Unrideables 2,2014,0.6,4.5,1
Lyle,2014,0.6,4.5,2
Time to Kill,2014,0.6,4.5,2
Fishtail,2014,0.6,4.5,2
Jenny McCarthy's Dirty Sexy Funny,2014,0.6,4.5,3
Jake's Road,2014,0.6,4.4,4
American Weapon,2014,0.6,4.4,8
Christmas Grace,2014,0.6,4.3,3
Red Kingdom Rising,2014,0.6,4.3,3
Bats of the Round Table,2014,0.6,4.3,2
The Gamers: Natural One,2014,0.6,4.3,2
Linar,2014,0.6,4.3,2
Godzilla: Force of Nature,2014,0.6,4.0,1
Fairfield,2014,0.6,4.0,1
Shhhh,2015,0.6,4.0,2
"Tsunamis, du mythe à la réalité",2014,0.6,4.0,1
Meltdown,2014,0.6,4.0,1
The Hellion,2014,0.6,4.0,1
"June, Adrift",2014,0.6,4.0,1
Chikara You Only Live Twice,2014,0.6,4.0,1
Post it,2014,0.6,4.0,3
My Dad,2014,0.6,4.0,1
Young Americans,2014,0.6,4.0,2
The Big Fat Stone,2014,0.6,4.0,1
Creepers,2014,0.6,4.0,1
Where's The Love?,2014,0.6,4.0,1
The House Behind the Wall,2014,0.6,4.0,1
Bleaching Black Culture,2014,0.6,4.0,1
Shock Attack,2014,0.6,4.0,2
Bar Talk,2013,0.6,4.0,1
Rest Days,2014,0.6,4.0,1
4 Nights in the Hamptons,2014,0.6,4.0,2
Bachelors Grove,2014,0.6,4.0,1
My Uncle is the Green River Killer,2014,0.6,4.0,1
Get Dead,2014,0.6,4.0,1
A Diary of a First-grader Mom,2014,0.6,4.0,1
How To Clone A Woolly Mammoth,2014,0.6,4.0,1
Monster of Golden Gate,2014,0.6,4.0,1
The War Within,2014,0.6,4.0,2
Fool's Day,2014,0.6,4.0,2
Knightmare,2014,0.6,4.0,1
First Kiss,2014,0.6,4.0,2
God the Father,2014,0.6,4.0,1
Semper Fight,2014,0.6,4.0,1
The Insomniac,2013,0.6,4.0,1
Thick As a Brick Live in Iceland,2014,0.6,4.0,2
Is This El Chapo?,2014,0.6,4.0,2
All My Friends - Celebrating the Songs & Voice of Gregg Allman,2014,0.6,4.0,2
Spacehog: Summerland 2014,2014,0.6,4.0,2
Wings: Sky Force Heroes,2014,0.6,4.0,2
The Caretakers,2014,0.6,4.0,1
Candid,2014,0.6,4.0,2
PMS Cop,2014,0.6,4.0,3
Four Seasons,2014,0.6,4.0,1
Sheriff of Contention,2014,0.6,4.0,1
Ceasefire Massacre,2014,0.6,4.0,1
Johnny Winter: Down & Dirty,2014,0.6,4.0,1
The Activist,2014,0.6,4.0,2
I Put a Hit on You,2014,0.6,4.0,3
Slaughterhouse,2014,0.6,4.0,2
The Lock In,2014,0.6,3.8,3
"Oliver, Stoned.",2014,0.6,3.8,7
The Martial Arts Kid,2014,0.6,3.8,2
Dave Matthews & Tim Reynolds - Farm Aid Live,2014,0.6,3.8,2
Sorority Party Massacre,2012,0.6,3.8,16
In The House of Flies,2014,0.6,3.8,4
Thr33 Days Dead,2014,0.6,3.7,5
The Offering,2014,0.6,3.7,3
Deadly Lessons,2006,0.6,3.6,4
Breakaway,2014,0.6,3.5,1
Hello,2014,0.6,3.5,1
Eternal Damn Nation,2014,0.6,3.5,2
Action Bill,2014,0.6,3.5,1
Missing William,2014,0.6,3.5,2
Water Wars,2014,0.6,3.5,2
Against the Grain,2014,0.6,3.5,2
The Girl,2014,0.6,3.3,4
Wonderland,2014,0.6,3.3,3
Guardian,2014,0.6,3.3,4
One More Time for the Camera,2014,0.6,3.0,1
Merle Haggard: In Performance,2014,0.6,3.0,1
Untitled Document,2014,0.6,3.0,1
Kung Fu Brother,2014,0.6,3.0,1
Slit Mouth Woman in LA,2014,0.6,3.0,2
Dinner,2014,0.6,3.0,2
Cut Her Out,2014,0.6,3.0,1
Tales of Poe,2014,0.6,3.0,2
Expressway to Your Skull,2014,0.6,3.0,1
Dreadtime Stories,2014,0.6,3.0,2
Tales of the Supernatural,2014,0.6,3.0,1
The Gays,2014,0.6,3.0,1
Haunters,2014,0.6,3.0,1
Camp Massacre,2014,0.6,3.0,2
The Other Side,2014,0.6,3.0,2
Now Hiring,2014,0.6,3.0,1
By God's Grace,2014,0.6,3.0,2
The Shift,2014,0.6,3.0,2
Merely Players,2014,0.6,3.0,1
Field Freak,2014,0.6,3.0,4
"Gore, Quebec",2014,0.6,3.0,2
Out to Kill,2014,0.6,3.0,4
24 Hours,2014,0.6,3.0,1
The Legend of Six Fingers,2014,0.6,3.0,2
Chilling Visions: 5 States of Fear,2014,0.6,3.0,2
The First Wave,2014,0.6,3.0,1
Could This Be Love?,2014,0.6,3.0,2
Mercy Rule,2014,0.6,2.8,3
NSFW: Not Safe for Work,2014,0.6,2.8,5
Super Sleuths,2014,0.6,2.8,2
Watch Me Die,2014,0.6,2.7,3
Paranormal Retreat,2014,0.6,2.7,3
Beaster Day: Here Comes Peter Cottonhell,2014,0.6,2.6,5
Breaking In,2014,0.6,2.5,2
Cinema Purgatorio,2014,0.6,2.5,1
Alien Hunger,2014,0.6,2.5,2
The Window,2014,0.6,2.5,2
Bury,2014,0.6,2.5,2
The Warp,2014,0.6,2.5,2
A Field Full of Secrets,2014,0.6,2.5,2
Bongo: Killer Clown,2014,0.6,2.5,2
Arkham Sanitarium: Soul Eater,2014,0.6,2.5,2
Runaway,2014,0.6,2.5,2
Killervision,2014,0.6,2.5,2
Boobs,2014,0.6,2.3,2
As Night Comes,2014,0.6,2.1,5
The Making of Frozen,2014,0.6,2.0,1
Permanent,2014,0.6,2.0,1
Stranglehold,2014,0.6,2.0,1
A Reason,2014,0.6,2.0,1
White Dwarf,2014,0.6,2.0,1
The Bloody Indulgent,2014,0.6,2.0,1
Bikini Swamp Girl Massacre,2014,0.6,2.0,3
Dark Disciple,2014,0.6,2.0,1
Alongside Night,2014,0.6,2.0,1
Der Ritter,2014,0.6,2.0,1
The Record Keeper,2014,0.6,2.0,1
Bandit and the Saints of Dogwood,2014,0.6,2.0,1
Wasteland,2014,0.6,2.0,1
Pretty Rosebud,2014,0.6,2.0,2
Eaten Alive,2014,0.6,2.0,1
Blessid,2014,0.6,2.0,1
College Musical,2014,0.6,2.0,1
Cynthia,2014,0.6,2.0,1
The Dead and the Damned 2,2014,0.6,2.0,1
The Little Ponderosa Zoo,2014,0.6,2.0,1
Sledge,2014,0.6,2.0,1
Honeyspider,2014,0.6,2.0,1
Dysmorphia,2014,0.6,2.0,2
The Addicted,2014,0.6,2.0,2
Give Me Shelter,2014,0.6,2.0,1
Sinbad: Make Me Wanna Holla,2014,0.6,2.0,1
Ace Wonder,2014,0.6,2.0,1
Masterchef,2014,0.6,2.0,1
4Play,2014,0.6,2.0,1
Night of the Dolls,2014,0.6,2.0,1
Mi Amigo Hugo,2014,0.6,1.7,3
2101,2014,0.6,1.5,5
Pizza Girl Massacre,2014,0.6,1.5,2
Straight Men and the Men Who Love Them 3,2014,0.6,1.5,2
A Night at the Movies: George Lucas & The World of Fantasy Cinema,2014,0.6,1.3,2
The Documentary of Ozbo,2014,0.6,1.0,1
Christmas Wedding Baby,2014,0.6,1.0,1
Hoodslam: The Accidental Phenomenon,2014,0.6,1.0,1
Asphalt Angels,2014,0.6,1.0,1
Broken,2014,0.6,1.0,1
Revenge of the Spacemen,2014,0.6,1.0,1
The Mothman Curse,2014,0.6,1.0,1
Bee Sting,2014,0.6,1.0,1
Spyfall,2014,0.6,1.0,1
Let There Be Zombies,2014,0.6,1.0,1
New Blood Rising,2014,0.6,1.0,3
Gilgamesh,2014,0.6,1.0,1
Persecuted,2014,0.6,1.0,1
The Sickness of Lucius Frost,2014,0.6,1.0,1
Hi-8 (Horror Independent 8),2014,0.6,1.0,1
Ralphie May: Filthy Animal Tour,2014,0.6,1.0,1
UnFair: Exposing the IRS,2014,0.6,1.0,1
We the People,2014,0.6,1.0,1
A Dark Place Inside,2014,0.6,1.0,2
Witches Blood,2014,0.6,1.0,1
Raw Cut,2014,0.6,1.0,1
Haunted Trailer,2014,0.6,1.0,1
Bloodmarsh Krackoon,2014,0.6,1.0,1
Leninland,2014,0.6,1.0,1
Soldier Girl,2014,0.6,1.0,1
I Was Bitten: The Walker County Incident,2014,0.6,0.5,1
Air,2014,0.6,0.5,1
Let the Lion Roar,2014,0.6,0.5,1
Path of Terror,2014,0.6,0.5,2
There's No Place Like Utopia,2014,0.6,0.5,1
Maker,2014,0.6,0.5,2
Menthol,2014,0.6,0.5,2
Good Kids,2014,0.6,0.5,2
Butch Walker:  Out of Focus,2014,0.6,0.0,1
Summer Snow,2014,0.6,0.0,1
Avengers: Age of Ultron,2015,44.383,7.3,13457
Big Hero 6,2014,36.92,7.8,10176
Ant-Man,2015,32.715,7.1,11949
Star Wars: The Force Awakens,2015,32.281,7.4,12641
Spirited Away,2002,32.043,8.5,7424
Terminator Genisys,2015,31.11,5.9,5309
Spectre,2015,30.318,6.4,6719
Cinderella,2015,29.056,6.7,4517
Mad Max: Fury Road,2015,28.099,7.4,14454
Taken 3,2015,27.679,6.1,3406
San Andreas,2015,27.414,6.1,5125
Child 44,2015,26.386,6.2,903
Kingsman: The Secret Service,2015,26.103,7.6,10287
Insurgent,2015,25.456,6.3,6771
Southpaw,2015,25.305,7.4,3424
Inside Out,2015,24.797,8.0,12691
Chappie,2015,24.52,6.7,4995
Jupiter Ascending,2015,24.058,5.3,4401
Pixels,2015,23.029,5.6,4423
The Martian,2015,22.856,7.7,12172
Seventh Son,2015,22.856,5.3,1549
Wild Card,2015,22.504,5.5,930
Fifty Shades of Grey,2015,21.229,5.4,6451
Survivor,2015,21.021,5.5,581
Jurassic World,2015,20.709,6.6,14056
The Hateful Eight,2015,20.681,7.7,8065
Sicario,2015,20.468,7.3,4475
Furious 7,2015,20.396,7.3,6538
Mission: Impossible - Rogue Nation,2015,20.177,7.1,5242
Tomorrowland,2015,20.136,6.2,4610
Room,2015,20.0,8.1,5494
Everest,2015,19.9,6.7,2874
Insidious: Chapter 3,2015,19.859,6.2,1886
The Hunger Games: Mockingjay - Part 2,2015,19.487,6.8,7609
The Revenant,2015,19.41,7.4,11064
Self/less,2015,19.131,6.3,1815
No Escape,2015,19.005,6.8,1296
Goosebumps,2015,18.957,6.2,2147
The Man from U.N.C.L.E.,2015,18.956,7.1,3525
Ex Machina,2015,18.485,7.6,8026
American Sniper,2014,18.473,7.4,7658
Pitch Perfect 2,2015,18.469,6.8,3599
Trainwreck,2015,18.423,5.8,1731
It Follows,2015,18.419,6.5,3485
Knock Knock,2015,17.867,5.0,1490
Ted 2,2015,17.684,6.1,4227
The Good Dinosaur,2015,17.675,6.7,3135
Run All Night,2015,17.592,6.4,1684
Poltergeist,2015,17.343,5.1,1438
Maze Runner: The Scorch Trials,2015,17.31,6.6,6365
Dragon Ball Z: Resurrection 'F',2015,16.858,6.7,680
Blackhat,2015,16.824,5.3,1165
The Last Witch Hunter,2015,16.685,5.8,2193
Das Boot,1982,16.554,8.1,981
Hotel Transylvania 2,2015,16.553,6.7,3184
Fantastic Four,2015,16.36,4.4,3837
Creed,2015,16.356,7.3,4010
Spotlight,2015,16.354,7.8,4935
The Loft,2015,15.995,6.4,755
Blade: Trinity,2004,15.99,5.7,2058
Paul Blart: Mall Cop 2,2015,15.941,5.0,900
The Wedding Ringer,2015,15.876,6.5,961
The Lobster,2016,15.64,6.9,2895
Mr. Holmes,2015,15.14,6.5,1101
45 Years,2015,15.068,6.5,428
The Human Centipede 3 (Final Sequence),2015,15.02,3.7,317
Alvin and the Chipmunks: The Road Chip,2015,14.973,5.8,852
Asterix: The Mansions of the Gods,2015,14.943,6.8,704
Daddy's Home,2015,14.847,6.1,1688
Descendants,2015,14.749,6.8,1090
Black Mass,2015,14.646,6.4,2020
Vice,2015,14.641,4.3,312
The Intern,2015,14.377,7.1,3373
Playing It Cool,2015,14.344,5.9,426
In the Heart of the Sea,2015,14.33,6.6,2137
The Big Short,2015,14.327,7.3,4657
Maps to the Stars,2015,14.312,6.0,604
Inherent Vice,2015,14.244,6.6,1359
Vacation,2015,14.227,6.2,1934
Hitman: Agent 47,2015,14.082,5.6,1764
Tracers,2015,14.055,5.9,675
The SpongeBob Movie: Sponge Out of Water,2015,13.815,5.7,1165
Entourage,2015,13.802,6.2,647
Predestination,2015,13.625,7.4,3332
Paddington,2015,13.565,7.0,1904
The Witch,2016,13.493,6.6,2931
The Transporter Refueled,2015,13.428,5.4,836
Dude Bro Party Massacre III,2015,13.267,5.9,38
Mortdecai,2015,13.263,5.4,1666
Carol,2015,13.096,7.4,1949
Pan,2015,13.054,5.9,1701
Maggie,2015,13.0,5.3,958
Bridge of Spies,2015,12.836,7.2,4313
Home,2015,12.835,6.8,2372
Concussion,2015,12.809,7.1,1435
Burnt,2015,12.761,6.4,1841
Outcast,2015,12.581,4.7,223
The Scorpion King: Quest for Power,2015,12.569,4.6,86
Shaun the Sheep Movie,2015,12.555,6.9,713
Spy,2015,12.54,6.8,3917
Last Knights,2015,12.334,6.3,531
A Most Violent Year,2014,12.271,6.6,792
I Spit on Your Grave III: Vengeance is Mine,2015,12.171,5.3,390
Foxcatcher,2015,12.169,6.6,1407
Justice League: Throne of Atlantis,2015,12.137,6.7,404
Get Hard,2015,12.129,6.0,1469
The Gift,2015,12.097,6.7,1797
Brooklyn,2015,12.083,7.3,1912
The Danish Girl,2015,12.082,7.7,3655
Bone Tomahawk,2015,11.891,6.8,905
Extraction,2015,11.882,4.5,175
The Walk,2015,11.754,6.9,1906
Straight Outta Compton,2015,11.731,7.7,2048
Pom Poko,2005,11.588,7.1,368
Paper Towns,2015,11.564,6.0,3587
Tinker Bell and the Legend of the NeverBeast,2015,11.487,6.8,486
The Water Diviner,2015,11.479,6.8,682
The Boy and the Beast,2016,11.434,8.0,659
Cop Car,2015,11.414,5.8,452
The Peanuts Movie,2015,11.344,6.6,894
Citizenfour,2014,11.334,7.9,713
What We Do in the Shadows,2015,11.186,7.6,1594
The Longest Ride,2015,11.168,7.5,1908
When Marnie Was There,2015,11.134,7.8,683
Some Kind of Beautiful,2015,11.119,5.7,331
Sisters,2015,10.993,5.9,922
Dark Places,2015,10.979,5.9,753
Beyond the Reach,2015,10.971,5.6,198
Ran,1985,10.885,8.1,600
We Are Your Friends,2015,10.809,6.3,1241
Focus,2015,10.704,6.8,4173
Madame Bovary,2015,10.702,5.5,224
Dragonheart 3: The Sorcerer's Curse,2015,10.675,4.8,124
Coherence,2013,10.613,7.3,1240
'71,2015,10.523,6.8,627
Scouts Guide to the Zombie Apocalypse,2015,10.451,6.2,915
The Invitation,2015,10.424,6.5,1063
The Gunman,2015,10.388,5.7,583
Truth,2015,10.386,6.6,265
Joy,2015,10.305,6.5,2723
Anomalisa,2015,10.285,7.1,927
The Woman in Black 2: Angel of Death,2015,10.24,5.1,627
The Visit,2015,10.196,6.2,2634
Legend,2015,10.195,6.8,1692
The Ridiculous 6,2015,10.187,5.0,676
The Lazarus Effect,2015,10.157,5.1,825
The Blackcoat's Daughter,2017,10.153,5.7,254
Our Little Sister,2016,10.151,7.5,166
Love & Mercy,2015,10.103,7.2,363
I Am Dragon,2015,10.039,6.7,133
The 33,2015,9.993,6.2,565
Monster Hunt,2015,9.983,5.8,131
American Ultra,2015,9.97,6.0,1756
Green Room,2016,9.943,6.8,1314
Good Kill,2015,9.933,6.0,314
Sinister 2,2015,9.916,5.8,1142
Lupin the Third vs. Detective Conan: The Movie,2015,9.898,6.7,76
Crimson Peak,2015,9.897,6.5,2986
The Man with the Iron Fists 2,2015,9.87,4.9,90
Barely Lethal,2015,9.786,5.6,591
Frozen Fever,2015,9.777,6.8,1057
1941,1979,9.755,5.7,262
Aloha,2015,9.685,5.3,1226
Slow West,2015,9.669,6.7,532
Teen Beach 2,2015,9.607,6.4,279
Hot Pursuit,2015,9.607,5.6,1000
All Quiet on the Western Front,1930,9.583,7.8,299
Justice League: Gods and Monsters,2015,9.57,6.8,247
Going Clear: Scientology and the Prison of Belief,2015,9.557,7.8,479
Project Almanac,2015,9.55,6.5,1449
Equals,2015,9.536,6.0,797
Trumbo,2015,9.51,7.2,882
Dilwale,2015,9.48,6.2,119
Mississippi Grind,2015,9.477,6.0,229
Z for Zachariah,2015,9.464,5.6,471
Big Game,2015,9.462,5.4,648
Point Break,2015,9.435,5.6,1260
Krampus,2015,9.417,6.0,1046
The Diary of a Teenage Girl,2015,9.382,6.7,460
Pokémon the Movie: Hoopa and the Clash of Ages,2015,9.376,6.1,87
Zipper,2015,9.373,5.7,85
Kung Fu Panda: Secrets of the Scroll,2015,9.366,6.9,91
Minions,2015,9.338,6.4,7343
Freaks of Nature,2015,9.31,5.8,231
The Devil's Candy,2017,9.291,6.3,342
The Lady in the Van,2015,9.269,6.3,393
Youth,2015,9.265,6.9,1098
Bahubali: The Beginning,2015,9.254,7.3,228
Testament of Youth,2015,9.251,7.4,486
Dope,2015,9.246,7.2,954
Spooks: The Greater Good,2015,9.193,5.9,308
Batman vs. Robin,2015,9.183,6.9,364
Backcountry,2015,9.175,5.8,246
The Gallows,2015,9.166,4.8,591
Hot Girls Wanted,2015,9.133,6.0,306
One Wild Moment,2015,9.105,5.8,624
The Diabolical,2015,9.09,4.7,110
Forbidden Empire,2015,9.071,5.0,100
Victor Frankenstein,2015,9.061,5.8,1200
The DUFF,2015,9.054,6.8,2987
Batman Unlimited: Monster Mayhem,2015,9.054,5.9,62
Last Shift,2015,9.05,5.8,238
Ashby,2015,9.024,6.1,296
The Night Before,2015,9.014,6.1,956
Irrational Man,2015,9.0,6.4,1112
Let Us Prey,2015,9.0,5.7,144
Wolf Totem,2015,8.988,6.5,213
The Tale of Despereaux,2008,8.978,5.8,464
LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,2015,8.965,6.4,45
The Little Death,2015,8.95,6.7,229
Danny Collins,2015,8.933,6.7,260
Home Sweet Hell,2015,8.915,5.2,260
Rurouni Kenshin: The Legend Ends,2015,8.903,7.6,147
Steve Jobs,2015,8.895,6.8,2572
Lava,2014,8.878,7.4,630
The Hallow,2015,8.807,5.3,316
He Never Died,2015,8.794,6.1,221
Naomi and Ely's No Kiss List,2015,8.794,6.0,762
Cooties,2015,8.759,5.5,335
Son of Saul,2015,8.758,7.2,506
Superfast!,2015,8.74,4.7,177
Dragons: Dawn Of The Dragon Racers,2014,8.735,6.9,165
4Got10,2015,8.71,4.3,38
X-Rated: The Greatest Adult Movies of All Time,2015,8.703,5.8,67
Far from the Madding Crowd,2015,8.683,7.0,586
Magic Mike XXL,2015,8.681,6.2,1110
Me and Earl and the Dying Girl,2015,8.677,7.6,1570
Duel,2003,8.661,7.4,742
The Age of Adaline,2015,8.559,7.4,3853
Grandma,2015,8.541,6.4,210
Blackway,2015,8.538,5.1,182
The Assassin,2015,8.517,6.4,234
Unfinished Business,2015,8.516,5.2,472
Everly,2015,8.512,5.2,321
Mistress America,2015,8.509,6.5,308
The Tribe,2014,8.486,6.8,139
Ratter,2015,8.479,5.0,207
High-Rise,2016,8.474,5.5,610
3-Headed Shark Attack,2015,8.469,3.6,66
5 Flights Up,2015,8.407,5.9,147
Momentum,2015,8.403,5.8,273
Sleeping with Other People,2015,8.392,6.3,517
The Final Girls,2015,8.362,6.5,619
She's Funny That Way,2015,8.344,5.9,358
The Bronze,2016,8.328,5.8,186
The Corpse of Anna Fritz,2015,8.317,5.9,97
Our Brand Is Crisis,2015,8.304,5.9,306
A Little Chaos,2015,8.276,6.2,411
Love the Coopers,2015,8.261,5.8,384
Ricki and the Flash,2015,8.247,5.8,473
The Stanford Prison Experiment,2015,8.239,6.9,548
Meru,2015,8.237,7.6,117
Before We Go,2015,8.233,6.5,985
Capture the Flag,2015,8.225,5.9,123
Beasts of No Nation,2015,8.216,7.6,883
Ooops! Noah is Gone...,2015,8.206,5.8,123
Macbeth,2015,8.198,6.5,862
"McFarland, USA",2015,8.197,7.3,358
The Wave,2016,8.197,6.5,567
Extinction,2015,8.164,5.6,308
Paranormal Activity: The Ghost Dimension,2015,8.157,5.2,774
The Sea of Trees,2016,8.148,6.3,246
Absolution,2015,8.129,4.7,57
Unfriended,2015,8.12,5.4,2019
Amy,2015,8.094,7.6,704
Kung Fury,2015,8.059,7.5,1146
Hot Tub Time Machine 2,2015,8.053,5.1,512
Black or White,2015,8.05,6.8,193
Pay the Ghost,2015,8.049,5.3,376
Hell House LLC,2015,8.044,6.4,98
Tiger House,2015,8.036,5.5,142
Clouds of Sils Maria,2015,8.03,6.7,426
While We're Young,2015,8.022,5.9,609
Air,2015,8.017,4.8,293
Lake Placid vs. Anaconda,2015,8.014,4.4,50
Battle for Sevastopol,2015,7.988,7.4,163
The Look of Silence,2014,7.95,8.1,135
Jem and the Holograms,2015,7.942,5.4,241
Northmen: A Viking Saga,2015,7.927,5.3,182
4th Man Out,2016,7.919,7.0,203
Experimenter,2015,7.914,6.6,267
Criminal Activities,2015,7.914,5.9,166
